Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.994952208,9.647887115,-5.056335297,0.1122665405,10.89315639
3.004928208,9.588460693,-5.237009583,-0.1916015625,10.92710204
3.014904208,9.338929596,-5.553601227,-0.5065466309,10.87725526
3.024880208,9.113498383,-5.808970184,-0.6454577637,10.82666168
3.034856208,9.086704102,-6.096372528,-0.6722520447,10.96293174
3.044831208,8.899144135,-6.315666504,-0.3903881836,10.91946943
3.054807208,8.705147552,-6.380182343,-0.03263214111,10.7929322
3.064783208,8.544381866,-6.402935028,0.3272195435,10.68228024
3.074759208,8.393495636,-6.572532349,0.6668632507,10.68146325
3.0847345,8.222102051,-6.669380951,0.8942404175,10.62465389
3.0947105,8.096812592,-6.805897064,1.038390656,10.62811668
3.1046855,7.8020755,-7.130122833,0.980760498,10.61475035
3.1146615,7.463778992,-7.474855957,0.6081852722,10.58070686
3.1246375,7.271279297,-7.771539001,0.2724334717,10.6462454
3.1346135,7.081473999,-7.921826477,0.05179229736,10.62569015
3.1445895,6.873406677,-7.914042664,-0.09924362183,10.48263516
3.1545645,6.723119202,-7.9507164,-0.1255888367,10.41297247
3.1645405,6.51041153,-7.970924377,0.02110610962,10.29181904
3.1745165,6.470444641,-8.037685547,0.2618055725,10.32180144
3.1844925,6.369404755,-8.192613373,0.3734733582,10.38401238
3.1944685,6.269412689,-8.18123703,0.2495310974,10.3102105
3.2044445,6.115832062,-8.192164307,0.1359173584,10.2241592
3.2144195,5.964347076,-8.274044037,0.1866618347,10.20137654
3.2243955,5.865851898,-8.369844818,-0.07424560547,10.22096048
3.2343715,5.802683258,-8.294850769,-0.6261479187,10.14237366
3.2443475,5.908812561,-8.103398895,-0.9999206543,10.07863983
3.2543235,6.007756805,-7.998167725,-1.387614441,10.09897533
3.2642995,6.084247742,-7.881260834,-1.388662262,10.05289639
3.2742745,6.198759613,-7.884703674,-1.342558136,10.11907284
3.2842505,6.210135956,-7.894283752,-1.259480896,10.12283541
3.2942265,6.293961639,-7.973918152,-0.8873547363,10.19728995
3.3042025,6.530918884,-8.054001617,-0.5248086548,10.38244998
3.3141785,6.674470367,-7.942633209,-0.8547225952,10.40982842
3.3241545,6.779551849,-7.686964874,-1.03434906,10.30153533
3.3341295,6.978039093,-7.546407166,-1.045126648,10.33119453
3.3441055,7.099137268,-7.470365295,-1.070274353,10.36096495
3.3540815,7.133266296,-7.457192688,-1.148411865,10.38325867
3.3640575,6.658753052,-7.701185303,-2.04414917,10.38391993
3.3740335,7.207960968,-7.494315491,-1.103654938,10.4564583
3.3840095,7.418722687,-7.604785767,-0.02469863892,10.62406809
3.3939845,7.296277313,-7.660919037,-0.5754034424,10.5951136
3.4039605,7.12817688,-7.796387329,-0.4222718811,10.57226913
3.4139365,7.159162445,-8.035140839,-0.5596861267,10.77637897
3.4239125,7.140002289,-8.518934784,-0.9596543884,11.15673873
3.4338885,6.622827759,-9.476343842,-2.201172638,11.76894647
3.4438645,5.96973587,-10.20083725,-3.540138245,12.33804708
3.4538395,5.820795593,-10.22089554,-4.086202698,12.45172355
3.4638155,6.087241516,-9.772727509,-3.660188599,12.08129516
3.4737915,6.747069397,-9.290580139,-2.731968842,11.80260473
3.4837675,7.217990112,-9.06469986,-1.852547607,11.73456848
3.4937435,7.347171478,-8.912017365,-1.161434784,11.60835531
3.5037195,7.20541626,-8.62117218,-0.5165757751,11.24764348
3.5136945,6.939569092,-8.187374268,-0.03053649902,10.73273726
3.5236705,6.740183716,-7.638465729,0.3317102051,10.19246128
3.5336465,6.5665448,-7.002288666,0.6354286194,9.620567899
3.5436225,6.450236664,-6.415808258,0.9006770325,9.142175219
3.5535985,6.319708099,-6.002218323,1.033600616,8.776882447
3.5635745,6.120173035,-5.85507431,0.9909393311,8.527624166
3.5735495,5.911207581,-6.023324432,0.7393125916,8.471681969
3.5835255,5.668412476,-6.364165649,0.3502716064,8.529724181
3.5935015,5.38475235,-6.703659668,-0.102387085,8.599133324
3.6034775,5.189408569,-7.056176605,-0.5617817688,8.7769692
3.6134535,4.969515839,-7.555388489,-1.06129303,9.105291087
3.6234295,4.647984467,-8.00220932,-1.603166199,9.391978251
3.6334045,4.365521851,-8.141719208,-2.020947418,9.456722538
3.6433805,4.251908112,-8.061336365,-2.211201782,9.378340999
3.6533565,4.448299713,-7.85012558,-2.057920532,9.254559896
3.6633325,4.876858521,-7.561376038,-1.594334564,9.137836687
3.6733085,5.313949585,-7.326514435,-1.087787933,9.115873877
3.6832845,5.534441071,-7.205565948,-0.7384144592,9.115671918
3.6932605,5.74864563,-7.155270538,-0.4821473694,9.191152765
3.7032355,5.8844133,-7.05333252,-0.2814147949,9.189940903
3.7132115,5.907615051,-6.97953598,-0.2709365845,9.148073279
3.7231875,5.857020264,-6.957082672,-0.3547622681,9.101183546
3.7331635,5.728587341,-6.937174072,-0.3576063538,9.00383137
3.7431395,5.603297882,-6.904541931,-0.3131488037,8.897623762
3.7531155,5.499114532,-6.882837067,-0.205821991,8.81226812
3.7630905,5.374723206,-6.996151428,-0.1294807434,8.823295847
3.7730665,5.299429779,-7.097041626,-0.07020401001,8.857589087
3.7830425,5.255121918,-7.240593109,-0.02080673218,8.946671329
3.7930185,5.256768494,-7.373217316,0.003891906738,9.055272703
3.8029945,5.354515228,-7.455396423,-0.002844085693,9.178985633
3.8129705,5.466781769,-7.464078369,0.002694396973,9.251928235
3.8229455,5.629792786,-7.440726929,-0.0419128418,9.33063453
3.8329215,5.865402832,-7.427554321,-0.1181044006,9.464959706
3.8428975,6.048023071,-7.372618561,-0.2200424194,9.538475045
3.8528735,6.193370819,-7.32471817,-0.3294648743,9.597806285
3.8628495,6.349047089,-7.382198639,-0.3712280273,9.743975879
3.8728255,6.421795807,-7.523804169,-0.4278103638,9.901015719
3.8828015,6.544390869,-7.731422424,-0.4575984192,10.13969136
3.8927765,6.639892273,-7.986342316,-0.4628375244,10.39634799
3.9027525,6.790479126,-8.252937927,-0.4447251892,10.6966991
3.9127285,6.988068237,-8.513845367,-0.453407135,11.02380328
3.9227045,7.291636963,-8.751251678,-0.4352947998,11.39920423
3.9326805,7.651788025,-8.88447464,-0.4843927002,11.73534771
3.9426565,8.010142822,-9.095685425,-0.4725672913,12.12918799
3.9526315,8.249046021,-9.162596283,-0.4493655396,12.33701181
3.9626075,8.704399109,-9.085356903,-0.4288581848,12.58944769
3.9725835,9.066496124,-8.871900787,-0.374072113,12.69062274
3.9825595,9.343270569,-8.529412994,-0.4564009094,12.65922165
3.9925355,9.459129639,-8.160430298,-0.5063969421,12.50296741
4.0025115,9.561067657,-7.698640594,-0.4818479919,12.28475719
4.0124875,9.679471436,-7.329508209,-0.4068539429,12.14822571
4.0224625,9.939031677,-7.270530853,-0.4430786133,12.32238971
4.0324385,10.46399002,-7.702532501,-0.5725593567,13.0058417
4.0424145,10.87653214,-8.497529297,-0.7265890503,13.82153707
4.0523905,11.16318604,-9.135502625,-0.8550219727,14.45009319
4.0623665,11.26078308,-9.325457611,-0.8422984314,14.64509686
4.0723425,11.02666992,-9.180708618,-0.8964857483,14.37624941
4.082318583,10.75513458,-8.708141327,-0.942739563,13.87059491
4.092293583,10.37297928,-8.236322479,-0.7530839539,13.26660629
4.102269583,9.978998566,-7.789202271,-0.4366419983,12.66659941
4.112245583,9.705666962,-7.319179688,-0.1252894592,12.156729
4.122221583,9.529633026,-6.746021576,0.2528242493,11.67846877
4.132197583,9.441316681,-6.127956848,0.4849914551,11.26612322
4.142173583,9.340725861,-5.620811462,0.4945715332,10.91271195
4.152148583,9.185498657,-5.319937134,0.2978805542,10.61903242
4.162124583,9.009315033,-5.138215027,-0.06885681152,10.37177672
4.172100583,8.792715454,-5.218747559,-0.4544549561,10.23492552
4.182076583,8.621321869,-5.477559357,-0.8372090149,10.24850068
4.192052583,8.559949493,-5.833519135,-1.312470703,10.44151618
4.202028583,8.474477234,-6.159391479,-1.722168732,10.61700207
4.212004583,8.355923767,-6.4179039,-1.952988739,10.71564825
4.221979583,8.167465668,-6.59348877,-1.976789246,10.6812586
4.231955583,7.870483246,-6.815626831,-1.980531464,10.59810268
4.241931583,7.539521484,-6.87430481,-1.986519012,10.39455187
4.251907583,7.580835571,-6.615792389,-1.786235504,10.21902217
4.261883583,7.661218414,-6.439309387,-1.398990784,10.10525349
4.271859583,7.656428375,-6.286626892,-1.116079102,9.969363355
4.281834583,7.667205963,-6.176455994,-1.045276337,9.900871605
4.291810583,7.611671448,-6.162235565,-1.023721161,9.846760605
4.301786583,7.464377747,-6.251150665,-1.138233032,9.802519789
4.311762583,7.248975677,-6.422993317,-1.252295837,9.765794201
4.321738583,7.153623962,-6.529871063,-1.264720001,9.767961332
4.331714583,7.082072754,-6.593788147,-1.143472137,9.743783924
4.341690583,6.903194733,-6.781647491,-1.000070343,9.728565203
4.351665583,6.816225586,-6.950496368,-0.8948391724,9.776045629
4.361641583,6.699019318,-7.042105865,-0.769100647,9.749852852
4.371617583,6.694229279,-7.045249329,-0.6078858948,9.737441604
4.381593583,6.657854919,-7.085665283,-0.4019142151,9.731146884
4.391569583,6.660848694,-7.123087463,-0.2983296204,9.756755654
4.401545583,6.611750793,-7.109016724,-0.260458374,9.711910517
4.411521583,6.610403595,-7.061565399,-0.2749781799,9.676711971
4.421496583,6.552174683,-7.078929291,-0.4192781067,9.654948322
4.431472583,6.443949738,-7.165299683,-0.6340814209,9.657539387
4.441448583,6.223607941,-7.368277588,-0.8551716614,9.68277486
4.451424583,5.990392914,-7.553592224,-1.09048233,9.702098457
4.461400583,5.871390381,-7.730224915,-1.210233307,9.782344652
4.471376583,5.702092438,-7.933053131,-1.165775757,9.839015361
4.481352583,5.469925232,-8.106991425,-1.097218323,9.841101567
4.491327583,5.452261963,-8.067024536,-0.9403445435,9.782039319
4.501303583,5.40466095,-8.065677338,-0.7644602966,9.739091869
4.511279583,5.314847717,-8.095465393,-0.6101312256,9.703423432
4.521255583,5.239254913,-7.99756897,-0.6117778015,9.580457899
4.531231583,5.258115692,-7.863447876,-0.6965016174,9.485078156
4.541207583,5.368585968,-7.787256317,-0.7685018921,9.48966129
4.551183583,5.497467957,-7.706424408,-0.8738827515,9.506566265
4.561158583,5.572012939,-7.704179077,-0.952918396,9.555613895
4.571134583,5.650599518,-7.795189819,-1.116827545,9.692345588
4.581110583,5.699248352,-7.729027405,-1.381776581,9.701989637
4.591086583,5.758225708,-7.578440552,-1.520088959,9.638495471
4.601062583,5.897436218,-7.489226074,-1.473386078,9.645679223
4.611038583,5.989494781,-7.37157074,-1.301693115,9.586892504
4.621014583,6.016438751,-7.162605286,-1.093176727,9.417828045
4.630989583,6.20265152,-7.123386841,-1.027014313,9.501067538
4.640965583,6.486012268,-7.509134674,-1.271006927,10.00354524
4.650941583,6.579717407,-8.225544891,-1.787433014,10.68396868
4.660917583,6.478827209,-8.915909271,-2.30969696,11.26069892
4.670893583,6.270161133,-9.589358826,-2.684068451,11.76753784
4.680869583,5.822741547,-10.11491592,-3.141217804,12.08648388
4.690845583,5.371430054,-10.14066238,-3.6389328,12.03856828
4.700820583,5.420677643,-9.83335144,-3.75134903,11.83854578
4.710796583,5.820945282,-9.322613525,-3.210373993,11.44993572
4.720772583,6.173162842,-8.888965302,-2.466121674,11.09970269
4.730748583,6.418802032,-8.413853302,-1.81602356,10.73740604
4.740724583,6.619534607,-7.766898651,-1.279688873,10.28496751
4.750700583,6.693031769,-7.115902405,-0.7719447327,9.799420389
4.760676583,6.768474884,-6.583459625,-0.4691244507,9.453796626
4.770651583,6.654412079,-6.168971558,-0.5692662048,9.09183558
4.780627583,6.574777679,-5.910608826,-0.835562439,8.880380781
4.790603583,6.493347015,-5.984704742,-0.8638536072,8.872794902
4.800579583,6.295159149,-6.315516815,-0.9645941162,8.969126109
4.810555583,6.086493073,-6.856491852,-1.022074585,9.225048233
4.820531583,5.743107147,-7.610174561,-0.9036708069,9.576776988
4.830507583,5.472170563,-8.208779755,-0.7929011536,9.89734348
4.840482583,5.30511795,-8.729846191,-0.5742059326,10.23152987
4.850458583,5.14016098,-9.015452271,-0.4110452271,10.38598059
4.860434583,5.051694946,-8.98386795,-0.323177948,10.31183539
4.870410583,5.108277283,-8.673114166,-0.2302212524,10.06828724
4.880386583,5.325924683,-8.312813416,-0.1724414062,9.874111436
4.890362583,5.821394348,-8.041278076,0.0375718689,9.927345914
4.900338583,6.430028687,-7.718549194,0.5387297058,10.06039265
4.910313583,6.943460999,-7.285200348,1.025667114,10.1162141
4.920289583,7.398065643,-6.904242554,1.334774323,10.206937
4.930265583,7.773934021,-6.699468384,1.515149231,10.3736495
4.940241583,7.92736496,-6.678661652,1.55975647,10.48238889
4.950217583,7.845634918,-6.700366516,1.44734024,10.41843042
4.960193583,7.49087265,-6.765181732,1.18882782,10.16337387
4.970169583,7.023544464,-7.032525787,0.8843609619,9.978411201
4.980144583,6.609056396,-7.487130432,0.6189628601,10.00599138
4.990120583,6.227050781,-7.629634094,0.3603007507,9.854810728
5.000096583,6.106551361,-7.492219849,0.1673519897,9.667023041
5.010072583,6.11717926,-7.465425568,0.2415975952,9.65457562
5.020048583,6.304888916,-7.387587433,0.3011737061,9.716932537
5.030024583,6.55711441,-7.272476807,0.4451742554,9.8021859
5.040000583,6.838678894,-7.191644897,0.6021977234,9.942330081
5.049975583,7.134912872,-7.084617462,0.7206015015,10.080578
5.059951583,7.350314941,-7.12353653,0.8262817383,10.26911116
5.069927583,7.422614594,-7.170838165,0.923429718,10.36189412
5.07990375,7.329358521,-7.114555206,0.9903405762,10.26241524
5.08987975,7.204518127,-7.063511353,0.9848020935,10.13746069
5.09985575,6.942712555,-7.164251862,0.9858499146,10.02495199
5.10983175,6.74557251,-7.415130157,0.8758287048,10.06250365
5.11980675,6.721772003,-7.608977051,0.7415579224,10.17981624
5.12978275,6.800358582,-7.641908569,0.6912625122,10.25287702
5.13975875,6.923851776,-7.528893585,0.5752537537,10.24474885
5.14973475,7.126380615,-7.381599884,0.4980143738,10.27235785
5.15971075,7.326364746,-7.326065369,0.4300556946,10.3697542
5.16968675,7.457492065,-7.339836731,0.4813989258,10.47469026
5.17966275,7.561376038,-7.517217865,0.5857319641,10.67829827
5.18963875,7.676037598,-7.85132309,0.5553451538,10.99423648
5.19961375,7.689659271,-8.08768158,0.5185217285,11.17185382
5.20958975,7.595505066,-8.284971313,0.5671705627,11.25407168
5.21956575,7.558681641,-8.346343689,0.5260061646,11.27261299
5.22954175,7.552394714,-8.303981781,0.5053491211,11.23610952
5.23951775,7.438481598,-8.137378235,0.4923262024,11.03586508
5.24949375,7.573201447,-7.896229706,0.4068539429,10.94848637
5.25946975,8.129295044,-7.76465332,0.3617976379,11.24749646
5.26944475,8.779542847,-7.87347702,0.1833686829,11.79430528
5.27942075,9.083560638,-8.213569794,-0.0975970459,12.24676806
5.28939675,8.974138184,-8.680149536,-0.4438270569,12.49308347
5.29937275,8.771908722,-9.129964142,-0.4510121155,12.66909783
5.30934875,8.510851593,-9.190737762,-0.06376739502,12.52630519
5.31932475,8.258326721,-8.877738647,0.09220825195,12.125292
5.32930075,8.059240723,-8.456514587,0.3594026184,11.68730808
5.33927575,8.218958588,-8.165220337,0.4710704041,11.59499939
5.34925175,8.5240242,-7.699389038,0.3722758484,11.49252668
5.35922775,8.641230469,-7.180717621,0.2751278687,11.23873947
5.36920375,8.633446655,-6.974446564,0.1793270874,11.10006596
5.37917975,8.632548523,-6.802603912,0.2935395813,10.99465686
5.38915575,8.560248871,-6.887477417,0.3914360046,10.99401783
5.39913175,8.18003952,-7.071295166,0.2287243652,10.81520119
5.40910675,7.758665771,-7.36453537,-0.4026626587,10.70492471
5.41908275,7.767347717,-7.425608368,-0.8904981995,10.78259418
5.42905875,7.96014679,-7.412585449,-0.756227417,10.90331325
5.43903475,8.254135437,-7.368427277,-0.2402503967,11.06716732
5.44901075,8.40352478,-7.405101013,0.2809657288,11.20418188
5.45898675,8.142467651,-7.553143158,0.5011578369,11.11759462
5.46896275,7.741152191,-7.806117096,0.3445834351,10.99907447
5.47893875,7.339387665,-8.285121002,0.217048645,11.07054431
5.48891375,7.026837616,-8.750652924,0.1746867371,11.22412085
5.49888975,6.699318695,-8.97458725,0.2571652222,11.20224179
5.50886575,6.349196777,-9.087901611,0.2859054565,11.08981503
5.51884175,6.185287628,-9.043294373,0.3471281433,10.96172678
5.52881775,6.07272171,-9.072783051,0.3454815674,10.92303524
5.53879375,5.982758789,-9.124874725,0.08831634521,10.91166996
5.54876975,6.055357819,-8.907377014,-0.2709365845,10.77414174
5.55874575,6.099066925,-8.416547699,-0.3085084534,10.39865712
5.56872075,6.283184052,-8.085436249,-0.113613739,10.24039009
5.57869675,6.521638184,-8.069269867,0.009280700684,10.37520925
5.58867275,6.594536591,-8.324638824,0.2365081787,10.62278026
5.59864875,6.408922577,-8.472381592,0.2522254944,10.62634256
5.60862475,6.173911285,-8.638985138,0.1890568542,10.62002765
5.61860075,6.059399414,-8.882378998,0.2092648315,10.75438374
5.62857675,5.948480072,-8.939859467,0.6978488159,10.76069214
5.63855175,5.812862091,-8.983119507,1.011746063,10.74753143
5.64852775,5.534890137,-8.871900787,0.8625064087,10.49235673
5.65850375,5.329217834,-8.777746582,0.9692344666,10.3144953
5.66847975,5.272785187,-8.667276306,1.115630035,10.20630063
5.67845575,5.314099274,-8.742719421,1.001866608,10.28000636
5.68843175,5.532345428,-9.152118073,0.8925938416,10.73148801
5.69840775,5.558540955,-9.361083527,0.7252418518,10.91115201
5.70838375,5.488636322,-9.204658813,0.3990701294,10.72427758
5.71835875,5.510640564,-8.912616119,0.1886077881,10.48033675
5.72833475,5.550607452,-8.60485611,0.1531315613,10.24091017
5.73831075,5.54147644,-8.403225403,0.1658551025,10.06725714
5.74828675,5.486091614,-8.25847641,0.1927990723,9.916491582
5.75826275,5.262007599,-8.12974411,0.2353106689,9.686941436
5.76823875,5.00798584,-7.99756897,0.1230441284,9.436957744
5.77821475,4.752167816,-7.878117371,0.005538482666,9.200427323
5.78819075,4.532275085,-7.69804184,-0.08113128662,8.93352942
5.79816575,4.452940063,-7.592361603,-0.00209564209,8.801854027
5.80814175,4.55517746,-7.54940094,0.2417472839,8.820518011
5.81811775,4.682562561,-7.558531952,0.3637435913,8.898882335
5.82809375,4.739593964,-7.508685608,0.3121009827,8.884903912
5.83806975,4.764442291,-7.437882843,0.2360591125,8.836160673
5.84804575,4.678970032,-7.337142334,0.120050354,8.70292079
5.85802175,4.687801666,-7.215595093,-0.1805245972,8.606560645
5.86799775,4.690795441,-7.108118591,-0.5013075256,8.531132458
5.87797275,4.667444,-6.918462982,-0.8134085083,8.385212993
5.88794875,4.77746521,-6.557563477,-1.124311981,8.190841838
5.89792475,4.876708832,-6.215973816,-1.329086151,8.011684561
5.90790075,4.936284943,-5.961502991,-1.370100861,7.860254659
5.91787675,5.107229462,-5.901477814,-1.31396759,7.914401051
5.92785275,5.507347412,-6.070027313,-1.25199646,8.291176167
5.93782875,5.972879333,-6.494993591,-1.25319397,8.912391621
5.94780475,6.193969574,-7.202871552,-1.339564362,9.593802705
5.95777975,6.313271484,-7.880662079,-1.314716034,10.18286354
5.96775575,6.567442932,-8.5638414,-1.111887817,10.8492848
5.97773175,6.778803406,-8.708740082,-1.039438477,11.08488889
5.98770775,7.013365631,-8.746461639,-1.258732452,11.28150239
5.99768375,7.232360229,-8.890013123,-1.376238098,11.54267729
6.00765975,7.480693817,-9.009165344,-1.472188568,11.80225315
6.01763575,7.915539551,-8.603359222,-1.090182953,11.74146733
6.02761175,8.344397736,-7.768545227,-0.3276686096,11.40555282
6.03758675,8.66802475,-6.879693604,0.2116598511,11.06840716
6.04756275,9.051676941,-5.870492249,0.4601431274,10.79848445
6.05753875,9.341773682,-4.78450058,0.4697232056,10.50622773
6.06751475,9.516460419,-3.897445221,0.4749623108,10.29459506
6.07749075,9.48008606,-3.483705597,0.3246748352,10.10512989
6.087467125,9.181157684,-3.429069214,0.005089416504,9.800622327
6.097443125,8.691226501,-3.67171463,-0.5040019226,9.448435022
